Kennziffer,Raumeinheit,Aggregat,Bevölkerung,Kinos,Kinosäle,Kinositzplätze,Einwohnerdichte,Siedlungs- und Verkehrsfläche,ÖV-Haltestellen,ÖV-Abfahrten
8336078,Schliengen,Grundzentrum,6009,0,0,0,160.41,11.19,17,430
8336079,Schönau im Schwarzwald,Grundzentrum,2417,0,0,0,164.2,8.42,6,508
8336084,Steinen,Grundzentrum,10339,0,0,0,220.68,9.8,28,487
8336087,Todtnau,Grundzentrum,4952,0,0,0,71,5.41,26,1028
8336103,Zell im Wiesental,Grundzentrum,6279,0,0,0,173.84,8.11,17,939
8336105,Grenzach-Wyhlen,Grundzentrum,15037,0,0,0,871.21,35.17,33,3376
8336107,Kleines Wiesental,Grundzentrum,2818,0,0,0,36.21,5.01,34,579
8337022,Bonndorf im Schwarzwald,Grundzentrum,7022,0,0,0,92.5,7.46,31,1056
8337038,Görwihl,Grundzentrum,4233,0,0,0,83.97,8.33,34,934
8337049,Herrischried,Grundzentrum,2748,0,0,0,73.26,8.24,25,479
8337060,Jestetten,Grundzentrum,5313,0,0,0,257.66,14.06,13,494
8337062,Klettgau,Grundzentrum,7611,0,0,0,165.93,12.01,21,754
8337066,Laufenburg (Baden),Grundzentrum,9136,0,0,0,387.61,19.43,41,1037
8337090,Rickenbach,Grundzentrum,3960,0,0,0,114.29,13.04,33,746
8337097,St. Blasien,Grundzentrum,4169,1,1,170,76.62,4.98,23,673
8337106,Stühlingen,Grundzentrum,5527,0,0,0,59.3,8.57,31,1080
8337116,Wehr,Grundzentrum,13113,0,0,0,367.93,16.47,55,1403
8337123,Wutöschingen,Grundzentrum,6766,0,0,0,255.61,14.92,8,559
8337125,Küssaberg,Grundzentrum,5500,0,0,0,210.16,13.14,20,502
8337128,Ühlingen-Birkendorf,Grundzentrum,5459,0,0,0,70.82,7.21,37,718
8415059,Pfullingen,Grundzentrum,19005,1,1,0,630.56,22.4,52,2791
8415060,Pliezhausen,Grundzentrum,9893,0,0,0,571.52,24.03,20,1509
8415073,Trochtelfingen,Grundzentrum,6277,0,0,0,79.26,9.68,17,529
8415078,Bad Urach,Grundzentrum,12812,1,2,181,231.18,11.89,45,2536
8415085,Zwiefalten,Grundzentrum,2323,0,0,0,51.18,7.29,9,231
8415088,Römerstein,Grundzentrum,4078,0,0,0,88.58,10.79,7,246
8415089,Engstingen,Grundzentrum,5245,0,0,0,166.4,12.98,12,553
8415091,Sonnenbühl,Grundzentrum,7106,0,0,0,116.02,11.9,10,331
8415092,Lichtenstein,Grundzentrum,9312,0,0,0,271.96,12.62,11,690
8415093,St. Johann,Grundzentrum,5271,0,0,0,89.46,9.08,14,512
8416015,Gomaringen,Grundzentrum,9252,0,0,0,534.18,20.79,15,1366
8416023,Kusterdingen,Grundzentrum,8863,0,0,0,365.64,21.33,21,2713
8416025,Mössingen,Grundzentrum,20900,1,1,240,417.75,19.19,45,2948
8416048,Ammerbuch,Grundzentrum,11387,0,0,0,237.03,13.28,18,1534
8416050,Starzach,Grundzentrum,4365,0,0,0,156.79,13.43,12,583
8417008,Bisingen,Grundzentrum,9844,0,0,0,299.85,19.52,20,582
8417013,Burladingen,Grundzentrum,12273,1,2,155,99.53,8.39,40,800
8417025,Haigerloch,Grundzentrum,10968,0,0,0,143.49,13.03,25,1042
8417044,Meßstetten,Grundzentrum,11560,0,0,0,150.52,10.65,30,1080
8417054,Rosenfeld,Grundzentrum,6547,0,0,0,128.1,12.17,23,618
8417057,Schömberg,Grundzentrum,4741,0,0,0,203.91,16.13,14,514
8417075,Winterlingen,Grundzentrum,6336,0,0,0,125.14,10.67,14,365
8425002,Allmendingen,Grundzentrum,4717,0,0,0,102.83,10.22,16,378
8425008,Amstetten,Grundzentrum,4166,0,0,0,83.65,10,12,371
8425028,Dietenheim,Grundzentrum,7003,0,0,0,373.49,17.28,13,462
8425031,Dornstadt,Grundzentrum,9309,0,0,0,157.17,13.49,17,793
8425039,Erbach,Grundzentrum,13859,0,0,0,218.98,14.3,30,1136
8425072,Langenau,Grundzentrum,15633,0,0,0,208.36,14.69,49,3291
8425075,Lonsee,Grundzentrum,5157,0,0,0,119.04,11.8,13,464
8425081,Munderkingen,Grundzentrum,5380,0,0,0,411.63,23.18,14,317
8425108,Schelklingen,Grundzentrum,6959,0,0,0,91.72,8.41,21,474
8425137,Illerkirchberg,Grundzentrum,4989,0,0,0,435.72,19.21,8,569
8425138,Staig,Grundzentrum,3289,0,0,0,185.3,13.69,10,365
8425141,Blaustein,Grundzentrum,16667,0,0,0,299.71,14.24,27,1595
8426013,Bad Buchau,Grundzentrum,4636,0,0,0,195.2,11.33,6,455
8426014,Bad Schussenried,Grundzentrum,9118,0,0,0,165.75,12.91,22,752
8426038,Eberhardzell,Grundzentrum,4598,0,0,0,76.99,9.19,22,394
8426044,Erolzheim,Grundzentrum,3405,0,0,0,129.47,11.29,9,430
8426045,Ertingen,Grundzentrum,5444,0,0,0,144.25,12.59,8,171
8426066,Kirchdorf an der Iller,Grundzentrum,4006,0,0,0,175.32,17.51,6,418
8426067,Langenenslingen,Grundzentrum,3618,0,0,0,40.96,6.77,14,318
8426087,Ochsenhausen,Grundzentrum,9261,0,0,0,154.45,12.04,28,1029
8426100,Rot an der Rot,Grundzentrum,4565,0,0,0,71.99,8.66,15,330
8426108,Schwendi,Grundzentrum,7061,0,0,0,143.43,11.86,22,692
8426124,Uttenweiler,Grundzentrum,3692,0,0,0,74.18,9.74,12,240
8426134,Schemmerhofen,Grundzentrum,8742,0,0,0,174.25,14.61,22,633
8435029,Kressbronn am Bodensee,Grundzentrum,8829,0,0,0,432.37,21.2,25,559
8435034,Markdorf,Grundzentrum,14356,1,1,80,350.92,14.13,21,840
8435035,Meckenbeuren,Grundzentrum,13807,0,0,0,432.96,20.54,42,1517
8435036,Meersburg,Grundzentrum,6142,0,0,0,508.86,20.38,22,877
8435052,Salem,Grundzentrum,12119,0,0,0,193.32,11.68,31,1111
8435057,Tettnang,Grundzentrum,20037,1,1,96,281.22,13.66,130,4110
8436005,Altshausen,Grundzentrum,4083,0,0,0,199.37,14.79,12,280
8436008,Aulendorf,Grundzentrum,10338,0,0,0,197.55,11.85,27,480
8436010,Bad Wurzach,Grundzentrum,15061,0,0,0,82.64,7.64,63,1129
8436049,Isny im Allgäu,Grundzentrum,14835,1,2,251,173.73,9.91,62,1471
8436052,Kißlegg,Grundzentrum,9290,0,0,0,100.49,9.31,58,1119
8436078,Vogt,Grundzentrum,4676,0,0,0,209.69,11.21,16,435
8436083,Wilhelmsdorf,Grundzentrum,5018,0,0,0,131.74,8.95,18,511
8436085,Wolfegg,Grundzentrum,3857,0,0,0,97.65,9.19,15,427
8437031,Gammertingen,Grundzentrum,6318,0,0,0,119.28,11.23,15,359
8437044,Herbertingen,Grundzentrum,4805,0,0,0,124.32,12.26,14,385
8437053,Hohentengen,Grundzentrum,4335,0,0,0,118.41,13.85,12,253
8437065,Krauchenwies,Grundzentrum,5087,0,0,0,113.93,11.94,20,470
8437076,Mengen,Grundzentrum,9995,1,5,459,200.62,15.48,20,471
8437078,Meßkirch,Grundzentrum,8737,0,0,0,114.63,10.52,29,884
8437086,Ostrach,Grundzentrum,7017,0,0,0,64.44,7.96,45,951
8437107,Stetten am kalten Markt,Grundzentrum,4821,0,0,0,85.37,10.78,9,355
9171113,Burgkirchen a.d.Alz,Grundzentrum,10953,0,0,0,237.13,16.19,8,100
9171117,Garching a.d.Alz,Grundzentrum,8778,0,0,0,339.44,18.14,4,170
9171122,Kirchweidach,Grundzentrum,2803,0,0,0,139.11,12.51,3,82
9171123,Marktl,Grundzentrum,2856,0,0,0,102.59,10.31,4,194
9171129,Reischach,Grundzentrum,2647,0,0,0,93.01,8.61,9,75
9171132,Töging a.Inn,Grundzentrum,9465,0,0,0,693.41,32.23,11,315
9171133,Tüßling,Grundzentrum,3383,0,0,0,173.13,13.97,11,238
9171137,Winhöring,Grundzentrum,4837,0,0,0,196.71,15.78,13,333
9172111,Ainring,Grundzentrum,9975,0,0,0,302.64,15.84,10,186
9172117,Bischofswiesen,Grundzentrum,7199,0,0,0,115.83,7.16,27,768
9172128,Piding,Grundzentrum,5506,0,0,0,311.6,14.37,10,341
9172132,Schönau a.Königssee,Grundzentrum,5668,0,0,0,43.06,2.73,33,857
9172134,Teisendorf,Grundzentrum,9422,0,0,0,108.6,9.6,15,172
9173113,Benediktbeuern,Grundzentrum,3720,0,0,0,98.23,5.15,4,162
9173115,Bichl,Grundzentrum,2298,0,0,0,165.09,9.55,2,120
9173118,Dietramszell,Grundzentrum,5757,0,0,0,59.46,6.3,30,534
9173120,Egling,Grundzentrum,5402,0,0,0,72.94,7.98,25,425
9173133,Kochel a.See,Grundzentrum,4165,1,1,60,51.99,4.47,23,597
9174111,Altomünster,Grundzentrum,8064,0,0,0,106.58,8.93,40,596
9174118,Erdweg,Grundzentrum,6344,0,0,0,175.93,10.57,28,585
9174121,Haimhausen,Grundzentrum,5845,0,0,0,217.04,10.95,18,406
9174126,Karlsfeld,Grundzentrum,22069,0,0,0,1413.77,34.85,33,3762
9174131,Markt Indersdorf,Grundzentrum,10498,0,0,0,153.48,10.92,55,1346
9174135,Odelzhausen,Grundzentrum,5604,0,0,0,184.1,15.14,22,482
9174136,Petershausen,Grundzentrum,6654,0,0,0,202.93,11.07,22,606
9175112,Aßling,Grundzentrum,4608,0,0,0,146.89,10.23,16,711
9175121,Glonn,Grundzentrum,5348,0,0,0,176.91,9.46,13,424
9175124,Kirchseeon,Grundzentrum,10764,0,0,0,601.01,19.49,9,434
9175132,Vaterstetten,Grundzentrum,25530,0,0,0,749.12,28.29,44,1933
9175135,Poing,Grundzentrum,16404,0,0,0,1269.66,37.31,29,2098
9175139,Zorneding,Grundzentrum,9369,0,0,0,393.82,14.33,5,252
9176112,Altmannstein,Grundzentrum,7127,0,0,0,62.45,7.18,28,468
9176120,Denkendorf,Grundzentrum,4972,0,0,0,103.95,12.08,16,253
9176121,Dollnstein,Grundzentrum,2976,0,0,0,73.46,7.92,15,354
9176126,Gaimersheim,Grundzentrum,12352,0,0,0,437.86,20.88,21,1155
9176129,Großmehring,Grundzentrum,7529,0,0,0,158.74,13.41,18,447
9176138,Kipfenberg,Grundzentrum,5997,0,0,0,73.65,8.08,25,452
9176139,Kösching,Grundzentrum,9875,0,0,0,177.32,11.47,24,1036
9176143,Lenting,Grundzentrum,4930,0,0,0,581.37,31.6,10,613
9176149,Nassenfels,Grundzentrum,2321,0,0,0,126.14,10.38,1,13
9176153,Pförring,Grundzentrum,4041,0,0,0,92.88,9.86,11,148
9176164,Titting,Grundzentrum,2693,0,0,0,37.87,7.96,3,6
9177123,Isen,Grundzentrum,5760,0,0,0,131.57,9.71,24,288
9177130,Moosinning,Grundzentrum,6189,0,0,0,154.88,14.54,18,684
9177137,Sankt Wolfgang,Grundzentrum,4545,0,0,0,98.14,9.11,14,225
9177143,Wartenberg,Grundzentrum,5749,0,0,0,321.53,16,12,314
9178113,Allershausen,Grundzentrum,6104,0,0,0,229.91,14.31,15,491
9178116,Au i.d.Hallertau,Grundzentrum,6304,0,0,0,114.64,9.77,24,363
9178123,Fahrenzhausen,Grundzentrum,5150,0,0,0,136.82,11.16,19,457
9178130,Hallbergmoos,Grundzentrum,11662,0,0,0,332.35,25.08,27,2084
9178138,Langenbach,Grundzentrum,4105,0,0,0,152.66,10.82,1,39
9178144,Nandlstadt,Grundzentrum,5587,0,0,0,162.89,10,18,320
9178157,Zolling,Grundzentrum,5051,0,0,0,146.28,11.58,17,417
9179118,Eichenau,Grundzentrum,11867,0,0,0,1697.71,42.63,17,1466
9179126,Gröbenzell,Grundzentrum,19717,1,1,191,3100.16,77.36,22,2106
9179134,Maisach,Grundzentrum,14199,0,0,0,265.65,18.3,41,2498
9179136,Mammendorf,Grundzentrum,4961,0,0,0,233.79,14.75,16,1539
9179142,Olching,Grundzentrum,27927,0,0,0,933.39,30.35,46,5578
9179145,Puchheim,Grundzentrum,21420,0,0,0,1750,42.48,28,3608
9179149,Türkenfeld,Grundzentrum,3752,0,0,0,235.24,13.54,5,163
9180112,Bad Kohlgrub,Grundzentrum,2869,0,0,0,88.14,6.02,3,120
9180116,Farchant,Grundzentrum,3601,0,0,0,139.68,6.59,3,314
9180118,Grainau,Grundzentrum,3567,0,0,0,72.25,5.08,13,443
9180122,Krün,Grundzentrum,1967,0,0,0,54.17,5.1,14,377
9180126,Oberau,Grundzentrum,3103,0,0,0,173.74,10.41,3,142
9180136,Wallgau,Grundzentrum,1539,0,0,0,45.32,4.3,6,151
9181114,Dießen am Ammersee,Grundzentrum,10618,2,3,435,128.45,9.35,29,820
9181121,Fuchstal,Grundzentrum,4129,0,0,0,103.9,10.64,12,95
9181122,Geltendorf,Grundzentrum,5939,0,0,0,170.56,11.89,12,649
9181128,Kaufering,Grundzentrum,10388,1,7,783,587.56,22.96,22,864
9181134,Prittriching,Grundzentrum,2647,0,0,0,104.34,8.79,3,72
9181135,Reichling,Grundzentrum,1704,0,0,0,73.26,7.61,6,87
9181139,Schondorf am Ammersee,Grundzentrum,4070,0,0,0,617.6,29.14,2,79
9181144,Utting am Ammersee,Grundzentrum,4564,0,0,0,240.08,16.89,8,122
9182112,Bayrischzell,Grundzentrum,1702,0,0,0,21.42,2.67,7,149
9182114,Fischbachau,Grundzentrum,5754,0,0,0,75.89,5.9,23,427
9182131,Schliersee,Grundzentrum,6946,0,0,0,87.77,6.17,23,592
9182134,Waakirchen,Grundzentrum,5923,0,0,0,139.96,11.11,15,274
9183112,Ampfing,Grundzentrum,7067,0,0,0,227.02,15.64,14,279
9183114,Buchbach,Grundzentrum,3350,0,0,0,116.36,9.69,12,109
9183118,Gars a.Inn,Grundzentrum,3995,0,0,0,91.52,8.87,36,510
9183119,Haag i.OB,Grundzentrum,6530,0,0,0,320.57,16.79,21,436
9183124,Kraiburg a.Inn,Grundzentrum,4066,0,0,0,147.59,11.94,18,217
9183129,Neumarkt-Sankt Veit,Grundzentrum,6494,0,0,0,106.34,9.96,34,287
9183144,Schwindegg,Grundzentrum,3666,0,0,0,176.5,12.95,17,235
9184112,Aschheim,Grundzentrum,9413,1,2,1100,335.58,23.24,17,3513
9184118,Feldkirchen,Grundzentrum,7601,0,0,0,1185.8,42.9,11,2347
9184119,Garching b.München,Grundzentrum,17526,1,1,400,622.15,31.56,34,6127
9184120,Gräfelfing,Grundzentrum,13769,1,1,90,1437.27,57.72,28,5477
9184121,Grasbrunn,Grundzentrum,6749,0,0,0,255.74,14.1,17,1365
9184122,Grünwald,Grundzentrum,11382,0,0,0,1491.74,68.94,14,1698
9184123,Haar,Grundzentrum,22555,1,2,302,1748.45,40.23,28,4127
9184127,Höhenkirchen-Siegertsbrunn,Grundzentrum,11422,0,0,0,480.52,13.46,6,646
9184129,Hohenbrunn,Grundzentrum,8871,0,0,0,477.45,21.91,7,407
9184130,Ismaning,Grundzentrum,18062,0,0,0,449.42,18.04,22,3308
9184131,Kirchheim b.München,Grundzentrum,12714,0,0,0,820.26,29.03,19,2887
9184134,Oberhaching,Grundzentrum,13909,0,0,0,420.72,18.12,25,3017
9184135,Oberschleißheim,Grundzentrum,11998,0,0,0,395.71,23.12,16,2024
9184136,Ottobrunn,Grundzentrum,22430,2,3,348,4288.72,87.38,30,6694
9184138,Planegg,Grundzentrum,11063,0,0,0,1035.86,35.11,31,6862
9184139,Pullach i.Isartal,Grundzentrum,9026,0,0,0,1219.73,53.24,19,2484
9184141,Sauerlach,Grundzentrum,8255,0,0,0,144.95,8.67,24,934
9184142,Schäftlarn,Grundzentrum,6007,0,0,0,359.27,17.05,5,343
9184145,Taufkirchen,Grundzentrum,18185,0,0,0,826.59,24.32,30,4355
9184146,Neubiberg,Grundzentrum,14449,0,0,0,2504.16,72.62,17,4167
9184147,Unterföhring,Grundzentrum,11500,0,0,0,899.14,39.09,27,5451
9184148,Unterhaching,Grundzentrum,25873,0,0,0,2494.99,50.43,20,3703
9185125,Burgheim,Grundzentrum,4651,0,0,0,93.53,11.86,14,175
9185127,Ehekirchen,Grundzentrum,3885,0,0,0,61.88,8.57,25,268
9185139,Karlshuld,Grundzentrum,6091,0,0,0,209.38,13.75,26,283
9185153,Rennertshofen,Grundzentrum,4925,0,0,0,52.89,8.03,20,128
9186122,Geisenfeld,Grundzentrum,11605,0,0,0,131.43,11.06,12,215
9186128,Hohenwart,Grundzentrum,4968,0,0,0,95.14,10.78,10,35
9186137,Manching,Grundzentrum,13302,0,0,0,375.44,33.39,23,921
9186139,Münchsmünster,Grundzentrum,3183,0,0,0,196.24,25.15,5,87
9186146,Reichertshausen,Grundzentrum,5136,0,0,0,217.26,14.64,14,233
9186147,Reichertshofen,Grundzentrum,8480,0,0,0,229.87,17.89,15,332
9186149,Rohrbach,Grundzentrum,6207,0,0,0,209.55,16.51,4,89
9186151,Scheyern,Grundzentrum,4955,0,0,0,129.41,10.08,10,103
9186152,Schweitenkirchen,Grundzentrum,5604,0,0,0,105.74,11.68,18,70
9186158,Vohburg a.d.Donau,Grundzentrum,8756,0,0,0,193.85,17.02,16,234
9186162,Wolnzach,Grundzentrum,11835,1,2,251,129.34,11.57,13,31
9187114,Aschau i.Chiemgau,Grundzentrum,5743,0,0,0,72.16,5.11,30,476
9187118,Bernau a.Chiemsee,Grundzentrum,7090,0,0,0,265.74,16,15,352
9187120,Brannenburg,Grundzentrum,6850,0,0,0,203.45,10.4,10,126
9187122,Bruckmühl,Grundzentrum,16894,0,0,0,336.47,16.11,33,496
9187125,Eggstätt,Grundzentrum,2948,0,0,0,121.37,8.23,8,105
9187128,Bad Endorf,Grundzentrum,8542,1,1,230,213.02,10.92,39,556
9187129,Bad Feilnbach,Grundzentrum,8389,0,0,0,145.92,9.64,15,333
9187130,Feldkirchen-Westerham,Grundzentrum,11190,0,0,0,210.18,13.07,16,278
9187148,Kiefersfelden,Grundzentrum,6854,0,0,0,186.55,9.91,6,77
9187150,Kolbermoor,Grundzentrum,18945,0,0,0,955.37,28.95,27,482
9187157,Oberaudorf,Grundzentrum,5324,0,0,0,89.8,6.9,10,107
9187165,Raubling,Grundzentrum,11651,0,0,0,263.18,15.47,15,410
9187168,Rimsting,Grundzentrum,4077,0,0,0,203.85,13,13,383
9187169,Rohrdorf,Grundzentrum,5965,0,0,0,208.2,15.92,17,356
9187170,Rott a.Inn,Grundzentrum,4200,0,0,0,214.61,13.59,11,188
9187177,Stephanskirchen,Grundzentrum,10817,0,0,0,408.03,19.46,30,828
9187179,Tuntenhausen,Grundzentrum,7454,0,0,0,108.04,9.83,5,62
9188113,Berg,Grundzentrum,8419,0,0,0,229.84,15.42,24,1271
9188120,Gauting,Grundzentrum,21276,1,5,393,383.35,15.28,28,2168
9188121,Gilching,Grundzentrum,19247,1,2,295,611.02,20.25,16,1291
9188124,Herrsching a.Ammersee,Grundzentrum,11088,0,0,0,531.03,22.61,19,989
9188126,Inning a.Ammersee,Grundzentrum,4850,1,2,100,198.61,14.82,14,809
9188127,Krailling,Grundzentrum,7902,0,0,0,494.18,19.07,16,1354
9188132,Seefeld,Grundzentrum,7694,1,2,127,220.77,12.83,24,1562
9188137,Pöcking,Grundzentrum,5641,0,0,0,269.13,17.7,13,819
9188141,Tutzing,Grundzentrum,10106,1,1,127,283.48,15.2,21,937
9188144,Weßling,Grundzentrum,5543,1,1,67,245.27,22.96,13,1021
9189111,Altenmarkt a.d.Alz,Grundzentrum,4193,0,0,0,160.65,11.38,17,289
9189113,Bergen,Grundzentrum,5034,0,0,0,136.42,8.7,12,286
9189114,Chieming,Grundzentrum,5074,0,0,0,134.48,13.89,23,384
9189118,Fridolfing,Grundzentrum,4489,0,0,0,101.52,11.78,1,33
9189119,Grabenstätt,Grundzentrum,4489,0,0,0,118.73,10.26,15,240
9189120,Grassau,Grundzentrum,7228,0,0,0,202.01,11.71,10,401
9189124,Inzell,Grundzentrum,4911,0,0,0,108.29,7.23,26,333
9189129,Marquartstein,Grundzentrum,3370,0,0,0,251.49,12.76,4,158
9189133,Obing,Grundzentrum,4475,0,0,0,102.29,9.97,15,223
9189139,Reit im Winkl,Grundzentrum,2399,0,0,0,33.8,3.99,15,319
9189140,Ruhpolding,Grundzentrum,7153,0,0,0,48.39,4.16,44,893
9189142,Schnaitsee,Grundzentrum,3808,0,0,0,62.28,6.97,23,279
9189143,Seeon-Seebruck,Grundzentrum,4575,0,0,0,95.45,9.26,30,316
9189145,Siegsdorf,Grundzentrum,8543,0,0,0,149.88,11.32,18,571
9189149,Tacherting,Grundzentrum,5775,0,0,0,114.95,10.47,12,275
9189152,Tittmoning,Grundzentrum,5868,0,0,0,81.49,9.33,11,139
9189159,Übersee,Grundzentrum,5165,0,0,0,169.18,13.95,9,285
9189160,Unterwössen,Grundzentrum,3664,0,0,0,88.76,6.56,11,244
9189162,Waging a.See,Grundzentrum,7130,0,0,0,145.93,10.99,9,163
9190111,Altenstadt,Grundzentrum,3319,0,0,0,177.87,13.45,8,119
9190115,Bernried am Starnberger See,Grundzentrum,2466,0,0,0,178.7,13.99,4,77
9190130,Hohenpeißenberg,Grundzentrum,3872,0,0,0,188.51,11.25,7,158
9190131,Huglfing,Grundzentrum,2898,0,0,0,118.97,8.13,8,207
9190135,Oberhausen,Grundzentrum,2167,0,0,0,145.34,9.99,9,108
9190152,Seeshaupt,Grundzentrum,3295,0,0,0,109.94,9.28,11,209
9190154,Steingaden,Grundzentrum,2917,0,0,0,45.55,5.48,18,236
9271125,Hengersberg,Grundzentrum,8070,0,0,0,176.16,16.15,48,678
9271130,Lalling,Grundzentrum,1631,0,0,0,58.42,7.56,12,153
9271132,Metten,Grundzentrum,4216,0,0,0,352.8,21,10,142
9271149,Schöllnach,Grundzentrum,4928,0,0,0,123.51,10.88,54,473
9272136,Neureichenau,Grundzentrum,4436,0,0,0,95.67,12.96,57,1085
9272138,Perlesreut,Grundzentrum,2896,0,0,0,97.41,11.4,38,240
9272141,Röhrnbach,Grundzentrum,4325,0,0,0,106.47,13.76,43,369
9272143,Sankt Oswald-Riedlhütte,Grundzentrum,2917,0,0,0,72.31,7.73,24,548
9272147,Schönberg,Grundzentrum,3876,0,0,0,118.35,12.64,42,643
9272149,Spiegelau,Grundzentrum,3828,0,0,0,81.39,8.7,26,738
9272150,Thurmansbang,Grundzentrum,2623,0,0,0,79.65,10.54,36,305
9273116,Bad Abbach,Grundzentrum,12666,0,0,0,229.21,14.24,33,1251
9273141,Langquaid,Grundzentrum,5929,0,0,0,104.44,10.46,23,496
9273164,Riedenburg,Grundzentrum,6206,0,0,0,61.87,7.98,23,340
9273165,Rohr i.NB,Grundzentrum,3321,0,0,0,61.36,9.63,21,211
9273166,Saal a.d.Donau,Grundzentrum,5614,0,0,0,127.56,11.47,21,408
9273172,Siegenburg,Grundzentrum,4103,0,0,0,147.38,13.69,14,165
9274113,Altdorf,Grundzentrum,11362,0,0,0,494.21,23.84,23,1390
9274120,Bodenkirchen,Grundzentrum,5402,0,0,0,87.14,11.13,22,246
9274121,Buch a.Erlbach,Grundzentrum,4149,0,0,0,155.28,11.75,13,158
9274124,Eching,Grundzentrum,4255,0,0,0,141.17,13.21,17,242
9274126,Ergolding,Grundzentrum,13272,0,0,0,357.16,19.97,28,1308
9274127,Ergoldsbach,Grundzentrum,8690,0,0,0,152.51,12.99,28,240
9274128,Essenbach,Grundzentrum,12358,0,0,0,147.82,13.86,34,420
9274132,Furth,Grundzentrum,3633,0,0,0,173.33,16.65,17,289
9274134,Geisenhausen,Grundzentrum,7464,0,0,0,119.42,10.46,29,185
9274135,Gerzen,Grundzentrum,1931,0,0,0,113.45,11.22,9,54
9274153,Neufahrn i.NB,Grundzentrum,4488,0,0,0,115.79,13.08,24,279
9274156,Niederaichbach,Grundzentrum,4218,0,0,0,123.84,11.74,28,217
9274172,Pfeffenhausen,Grundzentrum,5235,0,0,0,72.95,9.35,25,211
9274183,Velden,Grundzentrum,6655,0,0,0,134.63,12.16,33,329
9274191,Wörth a.d.Isar,Grundzentrum,3266,0,0,0,674.79,43.39,6,77
9274194,Bruckberg,Grundzentrum,5703,0,0,0,111.63,11.37,20,229
9275112,Aidenbach,Grundzentrum,3127,0,0,0,182.87,12.92,10,155
9275114,Aldersbach,Grundzentrum,4383,0,0,0,95.7,11.97,24,229
9275116,Bad Füssing,Grundzentrum,8128,2,4,451,147.62,13.31,36,533
9275119,Büchlberg,Grundzentrum,4265,0,0,0,151.67,13.41,30,367
9275120,Eging a.See,Grundzentrum,4362,0,0,0,184.36,17.2,21,371
9275121,Fürstenstein,Grundzentrum,3569,0,0,0,184.92,17.46,17,314
9275122,Fürstenzell,Grundzentrum,8487,0,0,0,106.94,12.24,66,873
9275124,Bad Griesbach i.Rottal,Grundzentrum,9285,0,0,0,132.4,13.86,66,857
9275128,Hutthurm,Grundzentrum,6349,0,0,0,170.67,16.61,35,1153
9275137,Obernzell,Grundzentrum,3922,0,0,0,215.38,16.86,9,274
9275138,Ortenburg,Grundzentrum,7437,0,0,0,122.44,13.8,42,693
9275143,Rotthalmünster,Grundzentrum,5009,0,0,0,112.44,14.03,33,366
9275146,Salzweg,Grundzentrum,6793,0,0,0,212.68,14.4,15,616
9275151,Tiefenbach,Grundzentrum,6824,0,0,0,137.28,13.94,38,946
9275153,Untergriesbach,Grundzentrum,6071,0,0,0,82.53,9.99,40,579
9275156,Wegscheid,Grundzentrum,5542,0,0,0,68.73,9.6,55,661
9276113,Arnbruck,Grundzentrum,1983,0,0,0,52.36,7.58,1,3
9276117,Bodenmais,Grundzentrum,3585,0,0,0,79.16,8.37,16,174
9276120,Drachselsried,Grundzentrum,2451,0,0,0,58.73,8.1,9,29
9276121,Frauenau,Grundzentrum,2699,0,0,0,44.91,5.31,7,96
9276126,Kirchberg i.Wald,Grundzentrum,4490,0,0,0,92.03,9.31,19,164
9276139,Rinchnach,Grundzentrum,3110,0,0,0,77.34,8.38,14,165
9276142,Ruhmannsfelden,Grundzentrum,2014,0,0,0,347.24,22.41,5,57
9276143,Teisnach,Grundzentrum,3023,0,0,0,117.31,10.79,11,146
9277113,Bad Birnbach,Grundzentrum,5947,0,0,0,86.4,10.81,49,852
9277117,Egglham,Grundzentrum,2367,0,0,0,64.25,8.6,17,113
9277121,Gangkofen,Grundzentrum,6488,1,1,161,59.65,9.28,101,671
9277126,Johanniskirchen,Grundzentrum,2489,0,0,0,61.32,8.47,20,175
9277128,Kirchdorf a.Inn,Grundzentrum,5462,0,0,0,172.63,15.11,19,368
9277133,Massing,Grundzentrum,4140,0,0,0,114.55,11.73,16,165
9277148,Tann,Grundzentrum,4034,0,0,0,107.46,10.15,32,250
9277149,Triftern,Grundzentrum,5271,0,0,0,84.69,10.01,37,280
9277153,Wurmannsquick,Grundzentrum,3490,0,0,0,70.95,9.25,23,212
9278123,Geiselhöring,Grundzentrum,7005,0,0,0,70.27,8.51,26,148
9278139,Hunderdorf,Grundzentrum,3330,0,0,0,150,14.82,20,250
9278141,Kirchroth,Grundzentrum,3878,0,0,0,90.57,12.31,25,310
9278143,Konzell,Grundzentrum,1835,0,0,0,68.6,11.55,22,275
9278146,Leiblfing,Grundzentrum,4354,0,0,0,55.53,8.46,29,172
9278151,Mitterfels,Grundzentrum,2870,0,0,0,201.83,14.35,14,179
9278187,Schwarzach,Grundzentrum,2990,0,0,0,90.01,9.24,8,90
9278189,Stallwang,Grundzentrum,1445,0,0,0,70.18,12.48,13,142
9278192,Straßkirchen,Grundzentrum,3400,0,0,0,88.56,12.45,14,134
9279113,Eichendorf,Grundzentrum,6664,0,0,0,67.87,9.74,48,436
9279115,Frontenhausen,Grundzentrum,4784,0,0,0,157.21,12.13,20,119
9279126,Marklkofen,Grundzentrum,3875,0,0,0,95.16,12.4,2,5
